,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
having_IP_Address,1.0,-0.052410738824945735,0.4034610929865455,0.15869895124067113,0.3973890867744045,-0.005256974576590451,-0.08074463873924462,0.07141449969666971,-0.022739206045585936,0.08702482937656886,0.060979206065404225,0.36353448158902824,0.029772866744659763,0.09984695527817315,0.006212403614507648,-0.010962287254629506,0.07798915303065374,0.3365493566410233,-0.3211814193926738,0.08405931558842142,0.04288143088460717,0.09688229482155053,0.054694437441903006,-0.010445720744666123,-0.05073330328134812,0.002922205354797969,-0.09177375095651241,0.029152888907376807,-0.33906510704252385,-0.019102514546481417,0.094160094956204
URL_Length,-0.052410738824945735,1.0,-0.09788090974005431,-0.07510847564468295,-0.08124707921352557,0.05524671595038368,0.003996879129986993,0.04875373283680306,-0.2218924308883727,-0.04249721995471679,0.0003229482556663206,-0.08938254850290767,0.24634809610734246,-0.023395509572329765,0.05286907223544096,0.41419621931069045,-0.014457497347394824,-0.10676086023742151,0.04683223841129906,-0.04510303753886787,-0.013613364531283525,-0.0493812351081077,-0.013838224100505515,0.17942642440821768,-0.04082337167674406,0.008992781593075323,0.18351797305152268,0.002902415443105164,-0.02298741556635968,-0.06715308904658979,0.05742962926610788
Shortining_Service,0.4034610929865455,-0.09788090974005431,1.0,0.10444654943953877,0.8427956224053693,-0.0804705533007606,-0.04191618182152304,-0.061425652067821225,0.06092319440171894,0.006100648946611642,0.0022008313389685493,0.7578377011863667,-0.03723452679629652,0.0005614793367995739,-0.13337911635768598,-0.022723476833805576,0.049328227368409173,0.7392895720500711,-0.5345296596336312,0.06238346819739059,0.0381184510340216,0.036615789655747,0.016580757404065383,-0.052595837151925486,0.43606429026457194,-0.047074370965382306,0.014591370896696175,0.1558437456488221,-0.1984097699812394,0.08546075827351411,-0.06796589265932193
having_At_Symbol,0.15869895124067113,-0.07510847564468295,0.10444654943953877,1.0,0.08695995046606704,-0.011725538694799845,-0.058975762952473434,0.031219999988836938,0.01552153519919633,0.30489905472813345,0.3648905153603372,0.10456100725447366,0.02790918513925285,0.05791388943803891,-0.07086135390708007,-0.008671647870433629,0.3701226590047237,0.20394487734736608,-0.02815959090763601,0.2796970034314683,0.21950302097266342,0.2908928426756438,0.28440994537835135,-0.005499096673808405,-0.047871517674296926,0.03291839131697787,-0.06473517641745756,0.037061310588764586,-0.006080372080871162,-0.08035660088122715,0.05294778935893237
double_slash_redirecting,0.3973890867744045,-0.08124707921352557,0.8427956224053693,0.08695995046606704,1.0,-0.08559039998443256,-0.04307880760347734,-0.036199897162534196,0.04746423077548546,0.035100075766933234,0.025060376364905674,0.7607993984925642,-0.026367649937868085,-0.005035903199518759,-0.1255826697624995,-0.04167218171922746,0.03189796541741226,0.723723562943395,-0.5914779292694577,0.08663470375225667,0.025863086346889008,0.05446261674437704,0.010458640509990442,-0.05010663494399517,0.43140948016055264,-0.0623693827759173,-0.0031323320319824087,0.17841490327070625,-0.19416463364103861,0.07038994188518335,-0.03860761195594821
Prefix_Suffix,-0.005256974576590451,0.05524671595038368,-0.0804705533007606,-0.011725538694799845,-0.08559039998443256,1.0,0.08789108951741939,0.2613905324044003,-0.09679853017235,-0.007504228395755308,-0.022545832193132817,-0.07015310642316265,0.0986748353145703,0.34887119935196603,0.10025399404739598,0.0013255408959841695,-0.04500031873675796,-0.07762030278835771,0.016271426030823447,0.012578296728137905,-0.024868265510826392,-0.014732588440414916,-0.03690444155445671,0.07411623390874399,-0.01655555929109275,0.11059762538549962,-0.00683392835256138,0.06778062088276038,0.06742336062955341,-0.0027625648119475807,0.34860557031815537
having_Sub_Domain,-0.08074463873924462,0.003996879129986993,-0.04191618182152304,-0.058975762952473434,-0.04307880760347734,0.08789108951741939,1.0,0.26764875539658595,-0.08283857432212767,-0.01670437226564838,0.004862570612801348,-0.03723920937938659,0.10485661460199311,0.22949070938052912,0.09364595389410608,0.09608882782870652,0.008829840264527272,-0.03490759222468475,0.031205629273804773,-0.018082179771567987,0.018229872720789388,-0.025312227721408252,0.010636523792807577,0.11925376585886863,0.1254933838985559,-0.0057639095611913705,0.12073006671413355,0.05767254035368302,-0.010525802851412767,0.0816273787649678,0.2983233237700886
SSLfinal_State,0.07141449969666971,0.04875373283680306,-0.061425652067821225,0.031219999988836938,-0.036199897162534196,0.2613905324044003,0.26764875539658595,1.0,-0.1936220462879976,-0.014756696174288986,0.02747284808690704,-0.029941373315912498,0.19305444028874957,0.5357861908016471,0.17682516272532614,0.17140238875724548,0.00806150004571182,-0.04624512892241048,-0.021069746700343644,0.023585817648624694,0.015854372204339908,-0.013004887157939822,-0.0027731940267769276,0.16280941960878953,0.0509717799803995,0.2587678353195676,0.07454500868449528,0.09605139204556892,-0.01171022730185769,0.06341093069518193,0.7147411951750106
Domain_registeration_length,-0.022739206045585936,-0.2218924308883727,0.06092319440171894,0.01552153519919633,0.04746423077548546,-0.09679853017235,-0.08283857432212767,-0.1936220462879976,1.0,0.05425345051080554,0.02247755115074759,0.059161071093062026,-0.6099696882094737,-0.1602573070526007,-0.10108412239207734,-0.1364219796395741,0.03926034313741531,0.05810871988704045,-0.016299936809397234,0.02378384747854664,0.02352043729167103,0.051409859132793216,0.004393378339959922,-0.06285128476295627,-0.010476735992464369,-0.13445433441344914,-0.059898164454087965,-0.03976576407817714,0.12267156905038061,-0.0022120402663642785,-0.22578946245861145
Favicon,0.08702482937656886,-0.04249721995471679,0.006100648946611642,0.30489905472813345,0.035100075766933234,-0.007504228395755308,-0.01670437226564838,-0.014756696174288986,0.05425345051080554,1.0,0.8038335605408589,0.049483029257930564,-0.004620401000700852,0.03769783024048489,-0.10034104873955951,-0.012279202280987445,0.6683166075918493,0.07184772936588446,-0.015620932578588136,0.7061793318028395,0.41438220650459984,0.9396329249822858,0.6276072099938209,-0.002627842787755427,0.08821065869235895,-0.05092184511779188,0.011699222703973671,-0.016667710582428698,-0.1272430957704769,0.3009172188172334,-0.0002795246949452266
port,0.060979206065404225,0.0003229482556663206,0.0022008313389685493,0.3648905153603372,0.025060376364905674,-0.022545832193132817,0.004862570612801348,0.02747284808690704,0.02247755115074759,0.8038335605408589,1.0,0.00499862277078346,0.02756132901378728,0.039891378039719434,-0.06650203557092571,0.006672198944029014,0.7990881592665705,0.05412640703204037,-0.022471985354822,0.6232982087262023,0.4816308909330979,0.748517173082484,0.6870441023861122,0.008458786033451727,0.05484909360199566,-0.028542692397991183,0.017953718542933678,-0.005413039566948002,-0.13910395462842734,0.34398680648886026,0.036418850913855355
HTTPS_token,0.36353448158902824,-0.08938254850290767,0.7578377011863667,0.10456100725447366,0.7607993984925642,-0.07015310642316265,-0.03723920937938659,-0.029941373315912498,0.059161071093062026,0.049483029257930564,0.00499862277078346,1.0,-0.006619688529177348,0.011850846561772996,-0.10438101688386,-0.00967978729447853,0.07547779542319209,0.7162873674452148,-0.46016454268005264,0.11011327127132585,0.009264613292371672,0.06695688095777638,0.017508903418393323,-0.0496321140968649,0.39538663360684845,-0.03970836963376436,0.021104114905996934,0.11544995110237598,-0.12872415235252657,0.09618673445703667,-0.03985389543681013
Request_URL,0.029772866744659763,0.24634809610734246,-0.03723452679629652,0.02790918513925285,-0.026367649937868085,0.0986748353145703,0.10485661460199311,0.19305444028874957,-0.6099696882094737,-0.004620401000700852,0.02756132901378728,-0.006619688529177348,1.0,0.1776932006039787,0.06749100800586766,0.12666060460601444,0.018177693755494172,-0.03603355351104482,0.0023292586277760515,0.008144032156282236,-0.020451804181906882,-0.004622095333681182,0.016933671993495297,0.09045547338104827,0.015932565761603103,0.16116630086023945,0.05573400835416231,0.046408593939993956,-0.06710901993931026,0.03541177547077022,0.25337227167184123
URL_of_Anchor,0.09984695527817315,-0.023395509572329765,0.0005614793367995739,0.05791388943803891,-0.005035903199518759,0.34887119935196603,0.22949070938052912,0.5357861908016471,-0.1602573070526007,0.03769783024048489,0.039891378039719434,0.011850846561772996,0.1776932006039787,1.0,0.13628330366496266,0.11431132794035219,0.033385865356154655,-0.010585229458970351,-0.0008394491574302838,0.06774165409367444,0.02216815795143837,0.04115019233192126,0.013402734957281363,0.07550813043939039,0.09328835354615722,0.32629322998035387,0.09926087151398967,0.03881622974716243,0.01865063226615326,0.0773766300003031,0.6929345205555705
Links_in_tags,0.006212403614507648,0.05286907223544096,-0.13337911635768598,-0.07086135390708007,-0.1255826697624995,0.10025399404739598,0.09364595389410608,0.17682516272532614,-0.10108412239207734,-0.10034104873955951,-0.06650203557092571,-0.10438101688386,0.06749100800586766,0.13628330366496266,1.0,0.06659760038057795,-0.04323130594286623,-0.11606546620456736,0.041497199179976865,-0.0776695800696214,-0.03746919539806956,-0.11228166041160927,-0.0700297115310334,0.0780567844396656,-0.038544708845403695,0.06454805071338353,-0.006449921152891745,0.045557482132312734,0.013561478023103328,-0.08734325368008435,0.248228515390874
SFH,-0.010962287254629506,0.41419621931069045,-0.022723476833805576,-0.008671647870433629,-0.04167218171922746,0.0013255408959841695,0.09608882782870652,0.17140238875724548,-0.1364219796395741,-0.012279202280987445,0.006672198944029014,-0.00967978729447853,0.12666060460601444,0.11431132794035219,0.06659760038057795,1.0,0.011472617330683403,-0.030751840560938624,0.049907172946167,0.007579218240087173,0.008467338117374688,-0.004862725866511771,0.007066971039700838,-0.015839916005062286,0.034439508073097175,0.05270636261497726,0.0019785600656516984,0.0275876781637812,-0.009067706067731171,-0.005288871199612735,0.22141900810344317
Submitting_to_email,0.07798915303065374,-0.014457497347394824,0.049328227368409173,0.3701226590047237,0.03189796541741226,-0.04500031873675796,0.008829840264527272,0.00806150004571182,0.03926034313741531,0.6683166075918493,0.7990881592665705,0.07547779542319209,0.018177693755494172,0.033385865356154655,-0.04323130594286623,0.011472617330683403,1.0,0.19585007747036018,-0.007320610000057718,0.531656070820403,0.3986294036697151,0.6294622717358453,0.5774902689464269,0.007357319597820681,0.06414537309118581,-0.0156845453992695,0.026208360022373353,-0.008377619870918911,-0.03995572656371831,0.35207397631618387,0.01824900864712465
Abnormal_URL,0.3365493566410233,-0.10676086023742151,0.7392895720500711,0.20394487734736608,0.723723562943395,-0.07762030278835771,-0.03490759222468475,-0.04624512892241048,0.05810871988704045,0.07184772936588446,0.05412640703204037,0.7162873674452148,-0.03603355351104482,-0.010585229458970351,-0.11606546620456736,-0.030751840560938624,0.19585007747036018,1.0,-0.45918706554040023,0.11763762754892672,0.02371031193258022,0.09118815987772469,0.017590440180245203,-0.032532658010977884,0.3668333836965143,-0.05241579700829219,0.0073176766282360625,0.1247512009832967,-0.16102656762828407,0.18639904608289698,-0.0604876418207573
Redirect,-0.3211814193926738,0.04683223841129906,-0.5345296596336312,-0.02815959090763601,-0.5914779292694577,0.016271426030823447,0.031205629273804773,-0.021069746700343644,-0.016299936809397234,-0.015620932578588136,-0.022471985354822,-0.46016454268005264,0.0023292586277760515,-0.0008394491574302838,0.041497199179976865,0.049907172946167,-0.007320610000057718,-0.45918706554040023,1.0,-0.034822519450841215,-0.023586423982771648,-0.026326833667056054,-0.01266766102889654,-0.022475541326312652,-0.21109598754572464,0.004631420814527116,0.05286660399586622,0.0572302893666589,0.1612777884104205,-0.059194240777801936,-0.020113461657573727
on_mouseover,0.08405931558842142,-0.04510303753886787,0.06238346819739059,0.2796970034314683,0.08663470375225667,0.012578296728137905,-0.018082179771567987,0.023585817648624694,0.02378384747854664,0.7061793318028395,0.6232982087262023,0.11011327127132585,0.008144032156282236,0.06774165409367444,-0.0776695800696214,0.007579218240087173,0.531656070820403,0.11763762754892672,-0.034822519450841215,1.0,0.4740540440457037,0.7336287976291613,0.659478008035293,0.013305705778743878,0.087161413349456,-0.03653125429475,0.01563368815476348,-0.006510002844912208,-0.03855102755360382,0.277346725430919,0.041838439978719735
RightClick,0.04288143088460717,-0.013613364531283525,0.0381184510340216,0.21950302097266342,0.025863086346889008,-0.024868265510826392,0.018229872720789388,0.015854372204339908,0.02352043729167103,0.41438220650459984,0.4816308909330979,0.009264613292371672,-0.020451804181906882,0.02216815795143837,-0.03746919539806956,0.008467338117374688,0.3986294036697151,0.02371031193258022,-0.023586423982771648,0.4740540440457037,1.0,0.41526808859870695,0.6558625339600116,0.006763936054193822,0.0382549399064117,-0.013594317866115048,0.025341161463888862,-0.00806557356969894,-0.11983103339467911,0.20440918331266747,0.012653234917093071
popUpWidnow,0.09688229482155053,-0.0493812351081077,0.036615789655747,0.2908928426756438,0.05446261674437704,-0.014732588440414916,-0.025312227721408252,-0.013004887157939822,0.051409859132793216,0.9396329249822858,0.748517173082484,0.06695688095777638,-0.004622095333681182,0.04115019233192126,-0.11228166041160927,-0.004862725866511771,0.6294622717358453,0.09118815987772469,-0.026326833667056054,0.7336287976291613,0.41526808859870695,1.0,0.6294062509751897,-0.000948220213044398,0.09865789607972861,-0.04319002809780516,0.017114154497222183,-0.010255539168907781,-0.12132546172050393,0.2852606153219357,8.588679256218537e-05
Iframe,0.054694437441903006,-0.013838224100505515,0.016580757404065383,0.28440994537835135,0.010458640509990442,-0.03690444155445671,0.010636523792807577,-0.0027731940267769276,0.004393378339959922,0.6276072099938209,0.6870441023861122,0.017508903418393323,0.016933671993495297,0.013402734957281363,-0.0700297115310334,0.007066971039700838,0.5774902689464269,0.017590440180245203,-0.01266766102889654,0.659478008035293,0.6558625339600116,0.6294062509751897,1.0,0.01884767788975189,0.04729313281408612,-0.022079554950813405,0.02240726459776714,-0.003519027998578998,-0.14082368695860828,0.2684178040409345,-0.00339352386446437
age_of_domain,-0.010445720744666123,0.17942642440821768,-0.052595837151925486,-0.005499096673808405,-0.05010663494399517,0.07411623390874399,0.11925376585886863,0.16280941960878953,-0.06285128476295627,-0.002627842787755427,0.008458786033451727,-0.0496321140968649,0.09045547338104827,0.07550813043939039,0.0780567844396656,-0.015839916005062286,0.007357319597820681,-0.032532658010977884,-0.022475541326312652,0.013305705778743878,0.006763936054193822,-0.000948220213044398,0.01884767788975189,1.0,-0.03408234973645528,0.08994894968477216,-0.1471935454915727,-0.02847145970639093,0.04040743710339514,0.00911504436425324,0.12149641654726306
DNSRecord,-0.05073330328134812,-0.04082337167674406,0.43606429026457194,-0.047871517674296926,0.43140948016055264,-0.01655555929109275,0.1254933838985559,0.0509717799803995,-0.010476735992464369,0.08821065869235895,0.05484909360199566,0.39538663360684845,0.015932565761603103,0.09328835354615722,-0.038544708845403695,0.034439508073097175,0.06414537309118581,0.3668333836965143,-0.21109598754572464,0.087161413349456,0.0382549399064117,0.09865789607972861,0.04729313281408612,-0.03408234973645528,1.0,0.048649502708506064,0.13786020010097574,0.1375090333546687,-0.31826598951684787,0.13685989775484012,0.07571774915972286
web_traffic,0.002922205354797969,0.008992781593075323,-0.047074370965382306,0.03291839131697787,-0.0623693827759173,0.11059762538549962,-0.0057639095611913705,0.2587678353195676,-0.13445433441344914,-0.05092184511779188,-0.028542692397991183,-0.03970836963376436,0.16116630086023945,0.32629322998035387,0.06454805071338353,0.05270636261497726,-0.0156845453992695,-0.05241579700829219,0.004631420814527116,-0.03653125429475,-0.013594317866115048,-0.04319002809780516,-0.022079554950813405,0.08994894968477216,0.048649502708506064,1.0,0.03098436631998025,-0.012583856926321687,-0.019859996020254594,0.009222874954288859,0.346103108029068
Page_Rank,-0.09177375095651241,0.18351797305152268,0.014591370896696175,-0.06473517641745756,-0.0031323320319824087,-0.00683392835256138,0.12073006671413355,0.07454500868449528,-0.059898164454087965,0.011699222703973671,0.017953718542933678,0.021104114905996934,0.05573400835416231,0.09926087151398967,-0.006449921152891745,0.0019785600656516984,0.026208360022373353,0.0073176766282360625,0.05286660399586622,0.01563368815476348,0.025341161463888862,0.017114154497222183,0.02240726459776714,-0.1471935454915727,0.13786020010097574,0.03098436631998025,1.0,0.03243123018123103,-0.02821550890951345,0.03104861334561661,0.10464490513900725
Google_Index,0.029152888907376807,0.002902415443105164,0.1558437456488221,0.037061310588764586,0.17841490327070625,0.06778062088276038,0.05767254035368302,0.09605139204556892,-0.03976576407817714,-0.016667710582428698,-0.005413039566948002,0.11544995110237598,0.046408593939993956,0.03881622974716243,0.045557482132312734,0.0275876781637812,-0.008377619870918911,0.1247512009832967,0.0572302893666589,-0.006510002844912208,-0.00806557356969894,-0.010255539168907781,-0.003519027998578998,-0.02847145970639093,0.1375090333546687,-0.012583856926321687,0.03243123018123103,1.0,-0.03877679142022151,-0.005102842596810536,0.12895045164022326
Links_pointing_to_page,-0.33906510704252385,-0.02298741556635968,-0.1984097699812394,-0.006080372080871162,-0.19416463364103861,0.06742336062955341,-0.010525802851412767,-0.01171022730185769,0.12267156905038061,-0.1272430957704769,-0.13910395462842734,-0.12872415235252657,-0.06710901993931026,0.01865063226615326,0.013561478023103328,-0.009067706067731171,-0.03995572656371831,-0.16102656762828407,0.1612777884104205,-0.03855102755360382,-0.11983103339467911,-0.12132546172050393,-0.14082368695860828,0.04040743710339514,-0.31826598951684787,-0.019859996020254594,-0.02821550890951345,-0.03877679142022151,1.0,-0.016817478472788087,0.03257389871947663
Statistical_report,-0.019102514546481417,-0.06715308904658979,0.08546075827351411,-0.08035660088122715,0.07038994188518335,-0.0027625648119475807,0.0816273787649678,0.06341093069518193,-0.0022120402663642785,0.3009172188172334,0.34398680648886026,0.09618673445703667,0.03541177547077022,0.0773766300003031,-0.08734325368008435,-0.005288871199612735,0.35207397631618387,0.18639904608289698,-0.059194240777801936,0.277346725430919,0.20440918331266747,0.2852606153219357,0.2684178040409345,0.00911504436425324,0.13685989775484012,0.009222874954288859,0.03104861334561661,-0.005102842596810536,-0.016817478472788087,1.0,0.07985671779561723
Result,0.094160094956204,0.05742962926610788,-0.06796589265932193,0.05294778935893237,-0.03860761195594821,0.34860557031815537,0.2983233237700886,0.7147411951750106,-0.22578946245861145,-0.0002795246949452266,0.036418850913855355,-0.03985389543681013,0.25337227167184123,0.6929345205555705,0.248228515390874,0.22141900810344317,0.01824900864712465,-0.0604876418207573,-0.020113461657573727,0.041838439978719735,0.012653234917093071,8.588679256218537e-05,-0.00339352386446437,0.12149641654726306,0.07571774915972286,0.346103108029068,0.10464490513900725,0.12895045164022326,0.03257389871947663,0.07985671779561723,1.0
